text,airline_sentiment
now on hold with custom care wonder if someon will pick up the phone befor pm,0
when will flt get gate at den over minut wait with no inform,0
lot of fun to be remov from top of list and manual read to the bottom thank to club agent thank lot asha at dca,0
your delay flight out of wilmington made me miss my flight out of charlott figur out how to take off and arriv on time,0
wow unbeliev how you treat your custom at puerto rico airport thumbs_up,2
usual sorri doesn involv move peopl to middl seat and remov them from upgrad list guess that club perk,0
don worri use own initi and arriv much earlier than you plan for me,0
nice tri at the gate make travel after travel put bag in the size guid becaus you oversold sorri minefit,0
horribl servic wrong plane arriv mani confirm passeng could not get on flight we paid for due to lack of seat flight,0
tri to book award travel leav on red eye sunday night after midnight should book the date in sunday or monday,1
book flight mnth ago seat confirm small plane arriv and wa not allow to board bc no seat horribl servic,0
veri frustrat check bag in logan wa not given luggag ticket now luggag is lost no ownership from,0
they were breath veri heavili but were super help thank you,2
aye and noth to do with an autom system which doesn work properli anyway got through to somebodi,0
okay great thank you,2
now my rebook connect is delay,0
am in meet in california and have no luggag,0
and the number your agent gave me to call say you are not open and the main number go to comput say it is deliv,0
ani way to get your call center to answer for oneworld award whenev tri system say too busi and disconnect or endless hold,0
whi did you put my luggag on the plane after mine then not deliv it to me like you said now show the claim a close onlin,0
take my money at onc but then requir to day to process refund whi doe your auto attend hang up usairwaysfail,0
how long for repli,0
bag polici say stroller or car seat we need to bring car seat and stroller should just call for detail,1
it wa custom servic like have never seen befor kudo to your organ,2
who intent buy flight with hour layov and what kind of airlin would charg to fix it wow usairway,0
how do get hold of custom servic ve call multipl time have been on hold for min onli to have to hang up,0
is there or time bracket can call to fix thi problem ve been attempt to fix thi contact inform issu for day,0
call the number and they said no one is avail to take my call guy thi is insan,0
can book flight onlin or over the phone your custom servic is usual great anyth you can do to help,0
wa the worst experi ve ever had fli rude delay cancel flightlat lack of updat and wast our time,0
contact via fb messag twitter dm or text,1
call it say high call volum call back at minut for intern call is there ani way someon can contact me,0
grrrrrrrr couldn book flight via call either,0
delay connect miss now extend layov how about loung pa for phl,0
anoth twist in the plot took off from miami then had to return due to unsecur cargo door most stress vacat ever,0
she will be reach out to you hardwork mom just tri to do her best,0
great oper you guy are run more mechan issu and now tape piec of plane togeth lol,1
thank ani idea when it will be resolv like to purchas my ticket,1
hi can you attach my aa ff lxa62 to reserv e2kvm4 thansk,1
when check onlin it state statu close what doe thi mean a have yet been abl to reach live person,0
your system is affect by the weather,0
we call and were abl to get reschedul thank you for the quick respons today,2
how do you get your aa frequent flyer number to appear in usair reserv frustrat,0
unabl to check in for flight bo dca and haven heard if flight wa cancel flight reschedul ani updat,0
don forget without your custom you would be out of busi epicfail usairwaysfail,0
hi guy are flight and still on time the site and app are both down and can check thank,1
hey sinc you ed my wknd can have day pa to admir club or meal coupon or free coke blank stare,0
you make the reserv we ll make the excus usairwaysfail,0
list my baggag claim number have them call me my number is on the ticket had to use ladi speed stick thi morn,0
anoth dead end they onli handl aa they gave me the same fail alreadi had vm full lost,0
houston gate custom servic need to treat peopl with respect there are hardli peopl wait chillpil usairwaysfail,0
over the phone call the number and she pick up almost immedi,2
ye made the flight and got my workout in too,1
dfw to psp thank you,2
thank,2
what go on with your websit mobil app help,0
we have submit the custom relat form and await your respons,0
that is the height of rude and without question the worst custom servic have ever experienc,0
need to speak to somebodi about reserv a in talk to human be yet your comput system put the phone down on,0
will you pick up your phone then,1
premier provid of miss connect usairwaysfail,0
sure the peopl are work veri hard but the system should assist with ivr prompt offer call back hold wait time,0
thank for subpar travel experi and it not even over yet stepitup,0
fyi your custom servic rep carol is an absolut delight so pleasant to with with and rebook me in lightn speed thank,2
is struggl had me on hold for minut kick me back to the start then said they couldnt handl the amount of call,0
no you call me,0
they told me to call back late flightr,0
will be cancel flight my u airway credit card and choos other airlin after my experi thi week,0
thank you but it say the websit is down,1
cant make it to airport road are to bad in dfw and no one is answer the phone and the websit is down how do reschedul,0
pilot plead to let board begin for full flight while wait for th flight attend deni by mission control grrrr,0
websit isnt work and cant talk to any1 on the phone to check flight statu out of dfw road are aw and cant get there,0
rebook for tuesday arriv too late flight for on tuesday to start the class cancel flightl the trip,0
if my flight is go to be cancel flightl everi week might a well be in busi class,0
dca bo cancel flightl after make u wait over an hour if fli usair everi week can you upgrad my statu proactiv,0
dominick at la guardia airport nyc give the absolut best custom servic thanku check in made easi,2
congrat on treat your custom the worst way possibl know plenti of other ppl who have had horribl experi you too,0
go to manchest uk now go to miss wed you go to rebook that too whi have you chosen to cancel flight my flight,0
if you dm me we can take thi offlin would love more info on locat of lost bag ani help is appreci,0
thanx but thi isn my first rodeo done done yesterday no result or comm unless count statu bag lost claim file,0
can you give me for u air in philli to talk to real person acarl4,0
would have been nice to be offer in flight credit especi sinc stare at empti overhead room,0
or how about power outlet at your seat if you re gonna keep u site here forev,0
would appreci call regard horribl experi had with gate agent wa on hold for min and then hung on me,0
understand that and when attempt to chang the inform so they are ident it tell me to call,1
what is go on with flight from phl to phx min to estim departur nobodi ha board and no updat,0
but my bag is still miss,0
serious doubt that a am still sit insid at the gate,0
custom servic is dead last wk flt delay cancel flight bag lost day last nt flt delay cancel flight no meal voucher,0
flight us1562 from ric2dfw wa cancel flightl yesterday wa on hold cust servic from pm est hour no answer,0
take off now if don have privat jet to bora bora by the time land call oprah,1
call the number list sure by next friday should get real live person on the line,0
thank for cancel flight flight today now miss requir train not happi custom,0
strike three you guy suck,0
day in row not buy it suggest you review your polici respect to unaccompani minor should have had seat on sun,0
ok the app doesn seem to be work just use the mobil site,0
wife and flew to itali recent bought ticket via finnair flight oper by usair didn get dividend mile credit,0
hour delay pho mia your airlin is bad and get wors foolish for american to merg you treat your custom like crap,0
hour late flightr still no email work supervisor need document to approv last minut vacat day request,0
hour on hold got rebook on new flight yesterday ask for new itinerari confirm email to be sent,0
here to sit on hold for hr flight cancel flight and they disconnect twice fend4urself strand divert,0
cancel flight flight tampa to philadelphia today due to runway condit yet tonn of usairway flight land there today explain,0
your phone system is not work at all have been bump again so now am at time need to get out of mco,0
no my flight plan have been delay until tuesday due to your comput crash,0
from phl to bgm cannot believ thi ha happen in under two week,0
ma am the door close min prior to departur but wa here min befor laughter from the agent,0
at am after the plane left whi were there no agent and whi were the door close so earli,0
call more than time to redeem mile point and can get through you advertis the mile but make them veri hard to use,0
me after arriv at am for flight schedul to depart at am door close no agent,0
need to speak with live person ve had it with the record wa told on sat that we have our luggag by yest,0
thank for the inform,2
need to move reserv due to weather in the middl part of the would like to chang depart airport,1
couldn be more thank to your orf and dca crew on the ground and in the air today for help with sick kid and lost bag,2
thx for delay checkin on noon flt to mia then forc me to take late flightr flt which were delay cinci to miami in hr fast,0
get extrem frustrat the phone onlin servic for merg frequent flyer mile,0
alreadi spent min today handl thi for my minor child shame on you for treat year old girl like thi,0
can someon help me with some travel issu today,1
first the pilot wa late flight now it mainten thi is exactli what happen two week ago unaccept,0
there is noth on my usair cc at thi point but the email state would be charg thank for the repli,1
will never fli u airway or american again and will share thi nightmar of stori to all the mani other we know who fli,0
have never been treat so poorli by an airlin in my life a militari famili we do alot of fli,0
burn lot of time and cell minut work through thi flight issu hope we fli home in the morn,0
you would rather while plane get expos to nasti contagi viru then work wth me to get my flight chang to late flightr date,0
what are your weight restrict for carri on luggag can find measur but not weight restrict tia,1
work with you and bought my own rental car when you fail to get me to the locat paid to get to and now,0
ve been on hold for minut and count unaccept,0
discov our flight wa cancel flightl yesterday at pm final notifi u our flight wa cancel flight at am,0
am appal my departur with you wa all mess up and now on return am suppos to fli alon with two veri sick kid,0
will tweet all day until get live cust rep will make sure the world know you don care about your custom health,0
thank you,2
she just call to say it runway clear problem of all thing,1
decid to be good sport and give you guy anoth shot flight delay again,0
on hold for hour yesterday speak to an agent on hold again phone min let the bash begin,0
will all flight out of dfw be cancel flightl today,1
can you add my ktn to an exist reserv,1
pleas fix the veri unproduct check in process at check in station and peopl work them what total mess,0
will is it down or is just me,0
suppos to fli through dalla can you help me get new itinerari,1
your clt baggag crew deserv kudo had to run to make my connect and my bag still made it customerservic,2
thank,2
you deni mom her am flight becaus she need her breast pump part on full flight pleas fix thi asap freeflight,0
reli on u airway and that wa my mistak aw custom experi,0
thank you the websit crash for me,0
on hold hr after my flight wa cancel flightl anthoni wa beyond rude and not help they re weigh you down,0
will the nightmar ever end just found out our flight today is delay due to ground handl delay affect prior flight,0
is alright with me pleas give scott at bdl bonu for excel custom servic,2
when you ve got to get there we ve got excus usairwaysfail,0
refer to email like thi just tell peopl when they get the upgrad otherwis we know alreadi,1
first luggag got stuck in differ citi now get them back today one of your employe stole pair of glove from me,0
just reserv flight with my companion certif where do mail the certif for verif thx,1
do your flight schedul to from quintana roo mexico reflect their newli adopt time zone chang to est,1
sure know how to pamper custom they strand abroad badcustomerservic fend4yourself youareonyourown,0
mayb you should drive usairwaysfail,1
we suck and pa the save on to u usairwaysfail,0
thank you for the apolog,1
can you help me with refund the phone guy couldn help the websit won let me submit repli,0
we take late flight to whole new level,0
thank you for that elabor respons,2
you guy are screw up my trip thank for noth lazi,0
is your refund system down,1
serious thi is ridicul shouldn have to wait hour for my luggag after land wtf,0
that not the case they sent me email with link ll show you,1
whi are we wait min so far for our luggag wannagohom,0
the onli time tweet is to tell you how horribl you re attend are flight to lga feel in jail,0
hello anyon there,0
forc section and to check their carri on would have pack differ to check my bag whi even allow it piss,0
raleigh to chicago and no firstclass upgrad must be fli aa the screw usair elit after we bail them out airlin,0
flt hr late flight baggag more hr now see they deliv my suitcas wet insid out nothappi,0
then she had to get her own hotel so ur agent did noth to help and to top it off you sent her luggag on the wrong flight,0
so she ha to take late flightr flight book by her corpor disney travel dept a your agent offer littl help,0
your comput system went down ok that is understand but the agent make it wors by not help her or anyon els,0
a the employe respons for social medium content ye probabl do care howev the action from last night say otherwis,0
flight get in minut earli and all goodwil gone when bag aren here minut late flightr,0
wow aw custom servic,0
merg with american will neg affect your qualiti and integr will no longer fli with you becaus of it,0
how mani agent do you have work to handl the thousand of call,0
you are the best you are amaz follow me pleas folded_hand folded_hand folded_hand,2
flight is delay so will miss connect flight can you pleas help with altern thank you,0
thank you for ask,1
three hour wait and count wait for reserv on the phone are you seriou,0
on happi note our crew is wonder can say enough great thing about our pilot he do all he can for u,2
what mess caus by the comput system flight in hour late flight and now no gate for u est min wait,0
storm or no storm your custom servic is joke hour wait time to speak to someon will never fli your airlin again,0
you guy have my luggag in san jose and were suppos to deliv it to my hotel hour ago pleas contact me,0
ve flown figur worth of mile in my lifetim thi wa my first and last ever flight on u airway,0
pl get me back to tallahasse no one should ever have to be strand in gainesvil for thi long unamused_fac,0
your miser airlin and your loss of revenu is reflect of that go extinct merger onli delay the inevit,0
what wa the point of the merger whi not just go out of busi if your not turn profit anymor,0
love how just to give feedback to thi link have to fill out all my person info on form you guy are the best,0
final got ahold of an agent after anoth hour thank for the follow up recommend call back featur,0
is thi ringl brother barnum and bailey should keep my eye peel for the clown car,0
not to mention the fact that my flight wa delay becaus your comput were down,0
cannot add my frequent flyer number on your websit can you help,0
how do get off my plane and wait over an hour and half to speak to someon about reflight book problem,0
pleas don trivial me thi is joke not slow day or slow experi,0
and how do you onli have agent at phx custom servic desk when an hour ago the line wa over peopl long,0
sorri doesn help it midnight pst how in the hell am still on hold after minut on custom servic line,0
like thought thi wa america when did u airway start oper under the rule of communist russia,0
you guy should be nice and just give your rout to jet blue and southwest at least they treat their custom properli,0
but nope appar thi is the way you guy do busi guess fli southwest and her blue from now on,0
keep think thi is massiv practic joke and someon is gonna appear out of thin air and take me to reno tonight,0
there over peopl in line and onli one agent,0
and by the way plan it while ve ben wait in the line at custom servic in phx for over an hour,0
alreadi plan my local boycott for washington area,0
can legitim say that would have rather driven cross countri than flown on u airway,0
and despit the fact see you answer all these peopl on twitter with mundan q you refus to answer me,0
you guy are the worst airlin ve ever dealt with no notif no keep custom updat terribl servic,0
hey guy thank for answer me and thank for keep me on hold for an hour on custom servic at pm pst,0
ani progress good luck patrick,1
he fine he realli like pick hi own seat,2
is the worst airlin to ever travel with,0
ha to be the most lazi inconsider and unprofession airlin that have ever travel,0
do you have ani pride in your servic ani concern for my wife and everyon els on that flight or you just don care,0
now horribl peopl say you have no where for her to sleep,0
who in charg of your compani my wife miss her connect to ca you sent her luggag on anoth flight,0
the call hung up on me,0
got thi messag on your site to call about my flight just gave up after be on hold for hour,0
usairway lost passeng today for not uphold their promis of excel custom servic,0
yet again your staff in philadelphia fail to send my luggag home with me alwayshappensther angrytravel,0
ok my th tri today give up at am after minut hold time terribl,0
number or email that the purpos of send you tweet,0
thank you ll do that next time,2
it still say that can check into my flight becaus the inform is incorrect but everyth is enter correctli,0
thi say it wa estim to leav an hour ago it hasn left yet so thank for thi use inform theworstairlin,0
your custom servic is horrend between the way employe speak custom and their lack of care for problem with flight,0
had mom sit for hour wait for flight they ultim cancel flight to give her tuesday morn flight no compens ugh,0
doe anyon from your airlin know how to do their job,0
ha to be the worst airlin of all time pouting_fac pouting_fac pouting_fac,0
deni me standbi bc of check bag in cvg to phl so had to take delay hr late flightr except lost bag in cvg,0
you remind me today whi fli,0
look like our bag ha been rescu thank,2
ve been tri to get through to book reserv and the system will not let me through day ridicul,0
you are the worst,0
make folk run from gate c29 to a18 to b11 with no explan and zero cart to transfer elderli and handicap phl,0
have been wait in an airplan for total of hour to take off between flight today thi usual doesn happen,0
not given option for new flight whi can we get plane phl mia year a an eventprof thi is worst travel experi ever,0
doesn let do stand by on flight due to check bag caus to get in hour late flightr onli to get to phl bag didn make it,0
and aren a merg a the market depart would have u believ mayb or can get me home,1
absolut worst experi of my life at phl hr fail departur gate and zero commun or help,0
a soon a call custom servic to speak to repres am disconnect,0
have been tri to call custom servic sinc pm after an hour wa disconnect spoke to no one,0
give u no inform and an attitud,0
look for some help to recov an item left on an airplan thi even,1
attend at the gate enjoy watch the other flight to our destin take off befor have horribl attend give u,0
now ha strand is in miami without updat ani of the departur board and onc they cancel flightl the flight there wa no,0
you are absolut terribl at manag these delay been delay and undelay and delay time now am offic hour,0
have the most rude unreli horribl compani with equal rude unreli and horribl employe stay tune,0
phl whi doe it take an hour to offload bag especi after take min to get jetway to get off plane after land,0
flight philli mia bwahahaha delay hr were in the air min then turn back around usairwaysfail,0
tire of pay for luggag le than stellar custom servic notafanofyourmerg,0
have you heard about the debacl at dca what is happen with our new orlean flight wewanttoknow,0
think it littl weak sauc you have zero inflight entertain for hour flight from salt lake to philadelphia,0
we flew out through and into good weather when we land anoth technic issu with gate improv servic or lose custom,0
is strand your custom not reflight book problem them and then not answer the phone the way you treat platinum member,0
made reserv onlin but didn receiv ani confirm email my bank said the transact went through can help,0
thi is the worst fli experi of my life flight schedul for departur at pm from phl hr late flightr guess where am,0
have you issu memphi travel advisori for tomorrow winter weather come through now,1
ani updat on thi flight it more than three hour delay thank you,0
you should partner differ hotel in phl the clarion is prove to be veri difficult not custom friendli,0
truli dissapoint when our flight is delay and go to miss connect that we are expect to rebook our own flight,0
you kind of screw my day up at least it wa outbound but you did save it by strand me in,0
nightmar tri to get to costa rica from phl today stuck in miami and no one answer at number,0
ummmm think u air comput for hour my flight is hour late flight,0
comedi of error continu we can get into our gate there is broken down truck in the way fail,0
instruct say to call just do what it said to do,0
sinc am loyal usair custom am sure that they will make thi up to me right now want to get home back to work,2
the fact we did not get notifi hinder our abil to look for altern flight befor they were snap up,0
you re realli fudgin up with all these delay pouting_fac justwantmyb,0
just discov that they bill u for the reschedul flight which cost me second day of lost work,0
today usair cancel flightl our reschedul flight did not notifi u except possibl to our home phone not help sinc we are in co,0
and can get through on ani phone,0
thank for ruin my last night of vacat becaus have to worri about my flight becaus all don have record of it,0
janet my den phl flight cancel flightl saturday usair reschedul automat notifi u by email at no addit cost,2
after hr of tri to reach real human final did and been on hold for hr for out of synch reserv,0
idiot took our plane gave it to someon els fudger flight from philli to orlando,0
miss flight rude csr no flight till tuesday no answer on twitter help me out with rt you re my onli hope,0
delay hour tri to get to give u an updat pleas,0
alway nice when custom servic manag threaten custom stand in hi understaf line for the last hour,0
just pass the hour mark onholdwith you for thi call gave up after thi morn,0
what is with your lost found my wife lost her phone in philli follow your web instruct to call an no answer,0
can you help with seat assign peopl flight phx to hnl seat are split up anyth you can do will be great,1
follow dm pleas,1
have dinner reserv in few minut and ve been tri to get through to you sinc breakfast onholdwith,0
clt pleas send more than one cust svc rep to your cust svc counter to assist line out the door,0
help ve been on hold for almost two hour tri get home,0
pleas call late flightr is not accept but neither is be on hold for hr onholdwith,0
been sit at gate for over min on u what give,0
wouldn need to wait on hold for hour if your websit work correctli pleas respond,0
how do get an answer to my question hold for hour after get your messag just said you aren take call,0
whi the hell did you overbook plane when you knew peopl actual had seat assign inept uncar piss poorplan,0
worst servic at reagan int rare post about compani or servic but am so annoy not weather relat flightd incompet,0
been on hold for more than hour thi after not get through after hour on hold thi morn with no answer help,0
so far my phone wait time is longer than oscar coverag whatcustomerservic,0
chairman prefer with lifetim mile what is my u air reward no firstclass upgrad on a usual,0
flight oper by n813ma arriv at follow flight from reagan nation,1
minut delay for take off and minut wait for check bag realli,0
ve been on hold for minut thi is terribl custom servic you mess up my reserv,0
whi won you help me get my luggag back teen tri to chang the world in dc flight5182 usairway,0
southern hospit luggag deliveri servic from sav is aw great deliv empti promis but not luggag hr,0
st flight with air plane had mechan issu wait minut for help from custom servic no help from manag,0
flight miss due to mech issu no food voucher transport to differ airport no rental reimburs pouting_fac,0
we don control your stupid in not have room to have plane come in you better not mess with u now,0
interest you forward compliment but never complaint world worst airlin goingforgreatnessfail,0
flight and delay for crew avail what give get to tpa hr past my schedul arriv,0
how is it that the airport dca and the airlin mess up our flight but also will not cover our hotel cost at dca for hr,0
in line for min after mechan issu caus me to miss my flight rep for upset peopl,0
the entir flight crew on flight from bo to phl is do wonder job and make thi experi not total suck smiling_face_with_smiling_ey,2
can someon pleas answer my call have been waaaaaait,0
is hold my luggag hostag from flight,0
major issu get out of boston but your crew ha been except let see how thing roll out in philli,2
ve been tri to set up my phone interview for day and hope the posit won be fill becaus the link doesn work,0
do you have an email,1
had to call to find out wa re book tomorrow whi ask for my number an email for day of info,0
u airway don care for custom worst experi today with u airway myself wife and toddler,0
thank to the whole team for an on time flight despit inclement weather,2
your rude staff said don care that we are out of market place food you re go on vacat and have to work nice huh,0
what happen to frequent flyer mile earn onc merger is complet with aa,1
got off stand by list and on earlier flight to dca what is the statu of my check bag wa suppos to be on thank,0
whi doe thi flight keep get delay late flightr and late flightr,0
ani idea when flight to miami will leav for second time,1
have contact them but onli got an autom respons that won give me the code,0
yea they will give you cent on the dollar,1
realli letter that say you will discu serv drunk more drink that doesn help the current situat,0
great thank you,2
so doe that mean that you might care about my sister be assault on one of your flight,0
on top of that dozen ppl miss connect and you have one person at custom servic abysm,0
it not often that an airlin is so easi to work with need to chang my flight time and the attend at mke made my day,2
how is it possibl that someon is drunk they bring wheelchair for them but you keep serv them,0
your servic at phl is abysm an hour on the runway wait for gate no inform anywher miss my connect abysm,0
worst custom servic ever how can you let peopl be assault on your flight and do noth about it,0
not provid pilot for your flight is thi new featur of your merger effic,0
do you know what flight the pilot for are come in on thank,1
so guess you are ok with peopl be sexual assault on your flight nice custom servic,0
pleas help need our plane to wait to go to elmira on tarmac over an hr baggag took and still not here thru custom,0
usair ha return to phl due to issu with the fire detector what happen next,0
ur specialist said they would talk to the stewardess about not serv drunk drink realli how doe that help,0
what is wrong in boston whi are onli your plain not leav tonight son need to get back to state colleg pa,0
over two hour on hold to talk to an agent then it disconnect me been tri for two day wtf hire some csr make now,0
so you don have pilot now for clt airplan ord for at least anoth hour whi on earth would you board the plane make no sens,0
flight pleas get u flight plan alreadi how is thi an issu in st centuri,0
fail when the inbound flight arriv after the schedul outbound departur and still on time,0
thank for three cancel flightl flight and make u go from raleigh to charlot to lexington to philli istead of raleigh to philli,0
rant cont to top it all off reschedul flight to tpa at is alreadi delay how can they be that bad,0
can you advis on what happen with departur delay from clt,0
can you provid me with info about check stroller and car seat cost restrict need to bring seat stroller,1
delay and mechan issu on both my weekend flight ridicul will tweet a long a we are delay,0
anoth great flight funflightattend thank for show my dad wonder custom servic flt635 lax phx sundayfunday,2
what is happen have been sit in philli for hour pl take care of flight to chicago at least least u know solat flight,0
can you pm me answer if flt to is still on time been on ground over an hr no gate need help pl,0
how can plane schedul to come in on time and actual happen then you bozo don have ani room u incompet,0
thi is the reason avoid and like the plagu glad to see thi merger is work well dumb,0
ani word on accommod for the passeng on u when they arriv in charlott lot of tire passeng here,0
thank you for coupl of easi hassl free flight today profession and friendli staff made everyth easi,2
hire smarter it peopl if your system keep crash instead of some of the mook you man some of these airport with godelta,0
flight keep tell few more min to take off it been an hour first time with you not the best lie brokenpromis,0
what is wrong with you guy and your inabl to get plane in and out of philli on time our pilot gave u answer that wa b,0
you guy have to be the worst we are fli into philadelphia and have onli two jetway avail for an on time plane pisspoor,0
have receiv two reserv check in for two differ flight for my one flight tomorrow morn need assist asap,1
where our luggag been wait more than an hour flight,0
cancel flightl the last part of ticket and am confus from the email receiv whether valu remain is there someon can ask,1
you suck in philadelphia let u off thi plane phl,0
piss off thousand of east coast custom when the delay is longer than the flight you fail,0
pleas have your peopl hold flight from phoenix to san jose we pull up to the gate schedul to depart at,1
hour and count what kind of travel voucher do get for thi,0
we ve been wait at the gate for hr whi are we now wait to stow the luggag,0
that wait to get my bag h40m of flight delay plu the hr of delay had on the way out never fli you again,0
stuck in florida with no flight servic suck here nofood nodrink nohelp,0
whi can the gate agent on flight provid an updat serious thi is ridicul how long peopl have been wait,0
your ivr hung up on me becaus of high call volum need help call me,0
tweet apolog is not enough for delay fiasco none for insult from gate agent is wors except for mark all bad at clt,0
sorri we are in philli should ve told you that,1
pilot for flight didn show until after departur watch now there broken comput next time fli alwaysl flight,0
pilot say that we are go to take off in minut so mayb the system came back onlin,1
it flt to elm still no gate and still have to make it thru custom,0
accord to your costum support your websit is hold my money hostag and you cant do anyth about it,0
ani way to tell our gate we are go stuck on tarmack int flt flt go to elm gate f6,0
suck delay my mom flight cancel flightl it delay her flight again today all for mech issu she had sleep in airport,0
when your rout system go down which ground all your long haul flight you should think about failov plan,0
they didn give you the wifi password smh,0
sit at the gate on flight for an hour due to comput be down what backup plan is in place for thi,0
wa cancel flightl and now need to locat my baggag,0
need help locat my bag arriv in denver last night at midnight from charlott but my am flight to hayden steamboat,0
phltoslc thi is happen now,1
what is go on with the comput whi is my flight ground whi doe your airlin suck so much unansweredquest,0
hr late flightr final take off face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,0
hold your passeng hostag dure your comput crash is not custom friendli let u off the plane or get u move,0
been on hold for over and hour now,0
pilot tell me that all and u airway flight across the countri have stop due to comput system failur,0
flt land over half an hour ago not singl bag yet on the baggag claim hate you so much right now,0
will one of you pleas answer the phone,0
no word on delay reason but twitter is aflam with flight track comput crash rumor true or not,0
stuck at the gate in charlott nc wait for releas paper and fix for broken comput system,0
sit at the gate on flight for an hour due to sabr be down what backup plan is in place if sabr cannot be fix,0
not cancel flightl becaus you don want to put u in hotel for night is our guess,0
can get beer pleas flight,1
realli hr delay in virgin island and not even food voucher,0
the worst ever dca customerservic,0
nd februari in row strand u when we tri to return from cancun no contact info no way to rebook badcustomerservic,0
printer problem caus u to sit on the runway for min get it togeth,0
noth like back to back delay flight let hope thi one isn hour like the last time,0
can you pleas help me find my luggag sinc you re the one who lost it your custom servic suck,0
what is happen at reagan airport dca long line and four peopl work checkin unhappi dca,0
check your bag bag handler broke into my suitcas and stole my camera bag wa return in trash bag,0
hope your crappi servic improv a becom angryairtravel winterstorm,0
peopl work the counter at dca massiv line poorli play winterstorm,0
what go on in clt,1
my lost bag land in hartford at tonight will it be deliv to danburi ct tonight,0
so ani idea when the it geek will plug in the server so can be on it way to phx,1
who do contact about my aw experi had with flight buf clt,0
nvm my bad it been an hour and half thank,0
after crappi flight due to delay and rude staff member happi to report after pay to check my luggag it ruin,0
alway let me down oncoming_fist,0
pleas keep emili at you gso airport ticket on staff she is amaz,2
don understand whi can get my miss mile wa on the flight it wa in my dividend mile account help,0
can seem to find the pilot for our pm flight never seen anyth like it befor drunkpilot,0
realli no meal voucher for hour flight delay out of virgin island,0
but the autom messag say the line is too busi to join the queue stuckintheloop,0
hi again how you suggest contact via phone sent mail with the origin ticket the result,0
stuck on the ramp at dca u air comput system crash everywher,0
flight2031 the flight to hell,0
gave up after more than hour on hold still need that receipt last time it wa promis it never arriv help,0
just be prepar for claim if that bag is lost too mani valuabl to carri in my hand us2146 to aa2924,0
told me deserv to be delay becaus book the last flight and then hear the onli inconvi is miss your flight,0
ani updat on the comput outtag affect flight is thi nation or just northeast eta on resolut,1
flight worst experi we ve ever had on flight regret open their air mile card hotterandlongerthanhel,0
hello never receiv confirm code for my flight though they are confirm so say the autom repli ani idea,0
hour on the phone wait for call back to find my luggag shameony,0
what go on at ve been sit at the gate for minut,0
from am to phl today of flight attend were downright rude and hostil and made the hour flight even wors,0
whi the hell will you not put u in hotel when you ve strand u your messag say mechan issu not weather usairway,0
my wife left her phone on flight awe474 on friday februari th upon land in minneapoli how can we get it back thank,1
what the deal with the flight comput network,0
doe anyon actual work at the dividend mile depart,0
no flight out of philli becaus of system wide tech issu,0
huge system problem at dca manual check in flight board but sit at gate due to system issu frustrat chairman member,0
epic fail clt ystrdi cancel flightl flight no staff no commun no refund for unus portion of tix keep it classi guy,0
have been tryng to rsrv flight over the phone over the past day and keep get an autom messag to call back,0
just got off int flight your intent rude staff made for horribl hr flight on an unsuit plane,0
on plane from bo to clt for min still at gate crew say system wide comput prevent paperwork ani info you can give,0
will you hold today for connect passeng come from delay flight,0
provid the best servic for me today thank you so much,2
can you guy pleas give an updat been sit on tarmac on flight yet the websit still say it on time,0
flight wa cancel flightl to buf today wait in line for hr cu servic wa rude no flight until tue need to get to roc,0
serious should keep tri after seven hour that is your corpor polici usairwaysfail,0
hi name is rett cavan he ha gofundm page and is go to take hi last breath tonight thi airlin onli care about money,0
that you would let u just switch to differ set of flight so we could spend time with the famili after he pass away,0
he is month old and is suffer from rare form of cancer your custom servic agent had no compass and am disgust,0
best part wa hear the attend give voucher to person next to me for hotel at bgr then my guy say we don do that,0
horribl cust servic exp at dia today wife wait hr on the plane flight wa cancel flightl still wait for bag,0
is realli good at defer respons,0
thank you so much for ask u to pay to switch to differ flight so could spend more time with my die nephew,0
could not have had wors airlin experi rude unhelp got yell at flushed_fac need your help,0
pleas help no bag no way to get through to custom servic sinc am thi morn help,0
do but the real is whi your staff can behav offens flight pleas look into it messag me if you want particular,0
glad peopl can put their coat in the storag area though it would be super unfortun to leav those on the floor,1
lax connect from term to term min layov due to delay us755 aa2595 is thi realist can be held,0
but good luck get there not cool,1
left an item on plane bo phl on friday ve call phl u airway left msg no return call what to do at thi point,0
what great way to kick someon when they are down cancel flight noon flight and rebook me on one two hour south from here tomorrow,0
thank for make me check my bag when the space wa empti and to the flight attend for the dirti look,0
so appar all of your comput crash at bwi ani updat on when flight will be move,0
made it to the bahama for work but my luggag didn know travel happen but is there anyway can get more help info,0
hr late flightr still not home hotel rental car etc with yr old what happen to custom servic is our first prioriti,0
saw onlin you had fee but wa wonder if there wa way to pay for it ahead of time instead of at the kiosk,1
cancel flight my flight to ny time then onc make it here they decid for they ll cancel flight my return flight too thank,0
all need to get it togeth,1
on hold for min on my rd attempt just to get receipt show chang fee for an upcom flight pleas help,0
everyon on flight from lax to rdu enjoy wait an hour half in baggag claim for their bag just now,0
no need the corpor offic number pleas a that is who is deal with thi for me it number,1
cstsvc in phl honor ur system over my realiti no rcd of chang in hpn now extra hour in phl or to get to cle,0
usairway raleigh nc baggag carousel staff were aggress toward peopl wait hr for bag flight,0
if my flight is delay what time do have to arriv at bhm,1
