text,airline_sentiment
horribl experi check agent fort myer document send detail boston,negative
flt1533 carta goin st told plane come hangar gate chang one know wat plane get,negative
cpap machin sleep apnea ok carri also small bag cloth,neutral
got thank quick repli,positive
someth tell crew job,negative
app need updat say time well past board time hr delay,negative
bag still fli free start charg thank,neutral
great experi work glenn cole buffalo niagara airport top notch employe,positive
well last updat right direct least keep finger cross,positive
charleston app guy minut ago,neutral
thx social medium person,positive
airport wide delay bo get unlucki,negative
left laguardia sunshin littl hour,neutral
hear safeti think get jfk though let help pilot passeng crew get safe,neutral
jfk still close tryna get ft lauderdal want get home nyc,negative
woulda nice let u know post board still show time,negative
hmmm say im follow got de ice still hane around runway clear,negative
alway mosaicmecrazi sunris bestairlin nofilterneed love flyfi,positive
flt phx delay hr circl hr divert upstat ny sit hr commun horribl,negative
miracul fix plane kudo shoe ever,positive
caus trueblu ur love keep liftin higherandhigh,neutral
onlin resourc say time clearli inform age,negative
crew gate,negative
loudly_crying_fac loudly_crying_fac loudly_crying_fac loudly_crying_fac yall realli better american airlin though,positive
tell updat board,negative
say come brandloveaffair ur soulandinspir umosaicmecrazi,positive
issu jfk pilot explain jfk reopen get schedul back divert lga closer aci,negative
want talk wall,negative
great servic pbi hpn thank,positive
poor manag reason schedul pm takr pm,negative
hi way check track arriv depart,neutral
done thank,positive
note time taken still list time onboard,negative
,neutral
list time plane yet,negative
ok start look flight,neutral
ok got far atlant citi due jfk close get u hpn lga pleas,negative
nassau jfk show cancel flightl yet assum info,neutral
need eta pleas,negative
confirm,neutral
fli delay ice jfk switch late flightr free,negative
nasti boston famili drive min pick eri think cancel flight,negative
best way kill nine hour airport flight full airlin put standbi strand,negative
ye said runway readi wait port author remov snow sight,negative
travel busi twice week fiasco fli blue often thank,negative
return gate provid inform,neutral
see money poor servic stuck virgin america think tri jetblu,negative
suck custom servic worst what point loyalti scheme honor badairlin,negative
see boston pitt ok afternoon delay morn,neutral
fll mde great great custom servic thank mth wait speak human custom servic,positive
updat leav tf green delay,negative
well said cancel pa system guess tri get plane boston confirm,negative
get page cancel flight min ago help flight mco,negative
sorri cheat pleas take back wore protect,neutral
cancel flight due lavatori problem confirm gonna get boston logan int,negative
okay thank check,positive
woman stole seat plane one sit elsewher standard protocol,negative
good morn sylvi great yourock thank jetblu jetbluerock,positive
came thank follow best,positive
thank see soon,positive
yep still wait bag jfk holdup look like got time,negative
thank get u nyc jfk realli safe srsli long take get check bag etern ammiseri,positive
expect delay dca departur go orlando,neutral
full six u leav wait whole day get kid miss school,negative
board order someon board servic anim member parti allerg,negative
ridicul got home suppos land hour ago bc hella tire,negative
lost loyal custom use time year,negative
thank respons next,positive
highlight travel hour delay de ice twice sit bumper bumper traffic taxi final get home unamused_fac,negative
great brand new jet great seat beauti plane big fan airlin,positive
voucher believ took risk plane terribl filthi scream babi face,negative
download jeokoo american app air travel,neutral
thank know weather boston great everyon tire,positive
spoken email jb team explain situat didnt seem matter anyon guess expect,negative
alright hope jetblu app show chang seat onlin show a320 want surpris,neutral
know guy super busi a320 e190,neutral
follow pl,neutral
shock misbehavior cheap comment jet airway staff passeng delhi airport friday board dubai disgust,negative
servic remot control watch equal movi three time remot stuck,negative
oh wow complain two hour run way shuck jetblu good servic better,negative
curiou know compens passeng miss engag due two hour wait tar mat get gate,negative
thank thank final set jetblu app yay,positive
everytim come back boston minimum min wait bag earlier almost hour boston jetblu,negative
thank take back home today despit pandora best effort cancel jetblu backhom noplacelikehom,positive
employe logan told final got one meet daughter first solo rude rep,negative
custom servic brutal,negative
airway continu variou commerci relationship lufthansa,neutral
airlin sound outstand twitter feed clearli extrem use keep great work smiling_face_with_smiling_ey,positive
amaz short delay gave credit liter pretti much fault miss,positive
attend hesit give babi size cooki,negative
let make fun size cooki stuckonaplan so babyfood,negative
thank smiling_face_with_smiling_ey stand line,positive
thank ye order rum coke get hotel voucher floor chair cushi,negative
suppos chang near futur,neutral
thank,positive
pleas help save daughter life detail go,neutral
pa along wife daughter daughter friend elderli mother law spent sever hour wait,negative
land,neutral
miss goal inept male stewardess land alreadi havent taken yet,negative
horribl job jfk need rethink put rout togeth unprofession,negative
bag still fli free anymor,neutral
let know statu pbi jfk delay hour board problem hatch,negative
thank respons crew patient u also frustrat bad airport close,negative
flite454,neutral
interupt staduim seri dont need see stupid commerci emerg info,negative
releas flight februari,neutral
well awar insuffici info option,negative
sat plane hour dull insan ijustwanttobeinboston thanksdc,negative
get honest updat departur flite plane infant child,negative
suck sit hr ur neglig,negative
still wait bag land hour ago,negative
complet wast entir day pathet,negative
u stuck plane nearli hr set take control deni u worst servic,negative
would love fort lauderdal would cool,neutral
best,positive
thank bring son home,positive
got hot ladi fli air life loyal,positive
noth prais help ladi make ch tonight impress,positive
still wait callback lack follow concern smh,negative
heard anyon week nonstop baggag lost stolen custom servic thumbs_down,negative
got luggag wait min went home right famili ada friendli wait long chair,negative
flew month ago girlfriend got away sex restroom allow,neutral
thank much wait fli guy,positive
jfk hr delay could get weather relat flightd consid come,negative
ok thank,positive
thank speedi time recoveri,positive
thank take care drink sinc entertain work goodcustomerservic,positive
sxm time bu leav hotel feb mass confus,neutral
abl chang even space seat check onlin tmrw seem chang seat,neutral
would say delay like thank much,positive
woman lead work gate c26,positive
chanc one flight leav newark nj cancel flightl tomorrow,neutral
follow abl dm thank,positive
tomorrow soon enough thank info,neutral
figur morrow hard believ oil low kill make even part hotel comp,negative
want give warm thank crew logan airport still get dc area cancel flightlat morn,positive
anoth awesom telephon experi thank cori greatcustomerservic airplan smiling_fac,positive
saw one useless tsa agent inspect shoe,negative
cup coffe relax check new deal promot avon twice month doug,neutral
disappoint miss connect roc slc reimburs even tho friend pilot said due atc,negative
ye parti face_with_tears_of_joy,neutral
thank,positive
went beyond help,positive
find unfortun help took info incas get found,negative
selfi extrem,neutral
employe charl cave gate msi went beyond help tri help find glass thought know,positive
best wait use travel bank fun trip,positive
touch neworlean annual nation distributor confer livethelegend,positive
plane hope longer merci playlist thank,positive
new ceo seek right balanc pleas passeng wall daili journal,neutral
boston gate c12,neutral
charg fee,neutral
thank chang music board gate,neutral
crew one help,negative
opal dragon book dragon ali woven murder way philippin australia,neutral
custom servic pleas call,negative
hotel also jetblu lost daughter luggag lose luggag plane never actual left,negative
thank prompt respons know put safeti first unfortun hit freez rain sleet ride home,positive
ok super help thank reach question,positive
thank instant repli still first bag free import,positive
lipstick pig still pig ur new baggag claim sju disast chair min wait baggag fail,negative
half hour wait unreal final first bag come sju need work,negative
current check bag price polici fli come week find anyth definit,neutral
schedul depart schedul,neutral
long take bag get baggag belt toolong wait,negative
abl watch oscar tomorrow,neutral
delay delay palm beach need head westchest give info,negative
hey jetblu strand entir plane suppos go jfk get restless need better commun,negative
hey jetblu cancel flightl st maarten jfk strand famili baggag area lost daughter luggag,negative
hello world record attempt amount ball point pen collect pleas could help pen,neutral
excit time ahead beaming_face_with_smiling_ey party_popp,positive
ceo battl appeas passeng wall street waterburi republican american,neutral
websit serious horribl call center almost make tempt fli someon els sodon,negative
allow chang ny area airport tonight everyon say travel treacher,negative
count get dc,positive
cool gate turn fll jax delay yet app say time good start,negative
guy need pillow rocker realli knock park sayin,neutral
sure hope guy get dc speak tomorrow win,neutral
supervisor avail anyth,negative
learn custom servic sxm work airport jetblu need supervisor anyth,negative
statu mco lga tomorrow,neutral
good inflight wifi,neutral
tri fli bo jfk delay travel kid book hotel get tonight,negative
tri help terribl custom servic airport least,negative
tell point realiz fli dca tonight cancel flightl pm cancel,negative
make bad situat wors cancel flight make u stay overnight sxm provid voucher stay differ hotel,negative
statu divert ric depart back lga,neutral
alreadi cancel flightl one b4 u dca,negative
physic imposs make airport schedul leav le hour,negative
point cancel flight dca airlin alreadi cancel flightl,negative
great,positive
beat jetblu space matter,positive
great thank,positive
would like send email lost found jetblu jfk spoke morn cannot drive today,negative
want room food allow agent refus give u voucher use room book,negative
send servic agent strand passeng help button button button button button button button button button button button button button button,negative
hope seattl boston pm wifi first one entertain lizaapprov,negative
good hear thx respons,positive
yup mco,neutral
hey check snow boston could predict thing,neutral
custom feel like stick airlin jet blue travel work past year never seen,negative
cool thx coupl pgashow flight til mosaic wait easier chang flight weather bad,positive
phew pant wheez,neutral
thank much help u amaz,positive
thank next weekend though guess go higher,neutral
kudo done head warmer weather,positive
actual,neutral
bo dca pm,neutral
price year know buck seat crimin understand price fli jetblu pricewis,negative
cough awkward,negative
guy need live chat,negative
obvious link noth tri book,negative
awesom thank,positive
bring compact fold chair like check bag,neutral
quick person travel mosaic get green tag make sens end waitin son bag anyway,negative
got wish would commun u,negative
continu record never leav time add much time famili cost jetblu,negative
use jetblu mile,neutral
guess redo book problem ugh,negative
suck oh well,negative
stand cell announc info thismosaicnothappi,negative
use jetblu air mile,neutral
someon info smh one bag came noth,negative
noth appar connect true,negative
hello tell current fli hawaii thank,neutral
see hold flt bag one bag came noth els minut,negative
credit right account instead separ sign seem pretti ridicul,negative
thank updat,positive
clear folder regularli jetblu white list never got,neutral
call right babi fell asleep,neutral
cours bestdress bluecarpet,positive
seem never receiv id password,negative
yesterday deal,neutral
yesterday want chicago sale within point rang today way guy still honor,neutral
email say sign travel bank,neutral
ye last month boston got first big snow storm cancel flightl,negative
travel bank credit go call right,negative
offer complimentari drink switch seat stewardess ask age said giggl goodgen ilookyoung,positive
thank still book trip lb slc see grand kid frustrat tri app web etc still love guy,positive
thank excit fli first time,positive
thank face_blowing_a_kiss cours safeti alway st make sure handl care love,positive
kudo jetblu social medium team jump help last snow storm web site thank,positive
love airlin hate websit tri book ticket mile absolut joke need lot work,negative
rule check baggag carri on slc sjo,neutral
thank much condol quick respons much appreci,positive
creat institut qualiti machin driven jetblu revenu predict analyt forecast use public big data,neutral
thank alicia exceptionalservic,positive
ye de baggag claim sad baggag treat u disappointed_fac pleas need baggag,negative
mom baggag lost fli fort lauderdal bogotá today colombian employe treat u badli need help pleas,negative
chang made son pa print conf mine print express disappt jetblu,negative
cancel flight crying_fac,negative
unhappi custom wait min hold rude uncar rep frozen acct print bdng pa,negative
minut spare,neutral
first place realli need extra stress alreadi terribl time oh way made,negative
miss book extrem last minut due famili death excus attitud,negative
seriou attitud fault run tad behind even knew name info assur,negative
fli much howev kiosk broken syr woman work ticket counter,negative
even year earthquak haiti still need help rebuild flyingitforward,neutral
thank chat nice fella gave lowdown,positive
yup foot selfi,neutral
mission accomplish gave hug,positive
commerci like legroom one,neutral
tell say hey,neutral
wife book last minut flight funer separ would like seat gether dm conf,neutral
ok thank quick respons jetblu still best comp,positive
im session present one belov travel see love much,positive
fli denver march st itenari keep get chang heck book trip month ago,negative
hold foreverrrrrr,negative
happi custom wait patient mention six month marathon train need tmrw,negative
wait fl marathon tmrw chariti bump u late flightr cancel flightl fix,negative
flier gain access wsj content analyst blog nasdaq,neutral
oh definit kind fli jetblu,positive
want fli storm right give u choic kid want chanc nixchangefe,negative
thank get orlando earli happi,positive
port au princ haiti continu food distribut medic suppli orphan care flyingitforward,neutral
haiti id food distribut hundr hungri kid nearbi villag flyingitforward,neutral
go back haiti deliv shoe book kid met orphanag last year flyingitforward,neutral
airway cover bank america jblu dakota financi news,neutral
would like receiv offer,neutral
may check month old child fold crib free tomorrow similar polici infant car seat,neutral
offer free flight fli forward campaign via travel caus,neutral
guy dualcam,neutral
airway stock rate lower vetr inc jblu dakota financi news,neutral
fail snow come dc area tri get earlier refus hour delay greedi foolish,negative
waiver ny weather today,neutral
got thank,positive
thank includ u tour pack winter coat unfortun ye snowflak snowman_without_snow werenotincalianymor,negative
even though much need hot beverag u ny er land super smooth thumbs_up thumbs_up smiling_face_with_smiling_ey happytweet,positive
go san juan,neutral
websit print board pa,negative
thank get boston earli break barrier clean energi futur,positive
thank,positive
go give travel agent rate hold iata card,neutral
thank complimentari upgrad first best,positive
ceo battl appeas passeng wall street waterburi republican american,neutral
ah staff perfect morn jfk sleep,positive
wow awesom video guy great work blueman corevalu passion aerojobmarket avgeek,positive
wow amaz video great world guy blueman corevalu passion aerojobmarket,positive
today famili get experi mosaic statu lifeisgood,positive
real shit nigga north play around,neutral
word thank,positive
chanc offer fresh guacamol flight,neutral
get degre weather go westpalmbeachbound sun_with_fac airplan princess,neutral
airway lower strong sell vetr inc jblu mideast time,neutral
thank pari could arrang someth,neutral
tri go far away king scollegelondon possibl chariti today would help u jailbreak rag,neutral
flier gain access wsj content,neutral
ideal okay better late never,negative
yeah done defin incident much spend gear trip wast,negative
guy lost bag ski gear flew nyc ski buy new stuff tomorrow,negative
smf jfk,positive
love see girl inspir becom pilot rt free woaw event march abq,neutral
thank anyway back awesom rate amaz custom servic nomoreaggrav,neutral
hold min place hold hung nd time day look group rate bo sju peopl,negative
custom servic terribl neveragain flywhonotblu,negative
delay ridicul,negative
attend suck alway rude th bad experi jetblu tonight,negative
say person delay hour sit runway wail babi,negative
delay still sit runway minut far air travel best,negative
oh make sens bad,neutral
may cri,negative
site let book ticket nov jfk kin,negative
late lost almost hour bay area weekend mention two hour unnecessari vacat time work flt348,negative
cours,positive
thank,positive
thank,positive
ye get exact data download fine upload bandwidth ping issu ping especi,negative
love jetblu speedi twitter custom servic,positive
sinc high likelihood snow time tomorrow chanc rebook sunday,neutral
dca nantucket washington busi journal,neutral
thank,positive
travel two kid tomorrow age domest need birth certif check airport,neutral
thank much effort,positive
thank let u know hope delay,positive
appreci respons worst part lose non refund hotel orlando crew blame wind hope delay,negative
orlando,neutral
aw jfk honeymoon delay lost money hotel delayforwhat,negative
phone number news,neutral
freak nightmar tonight sittingonthetarmac delay,negative
loudly_crying_fac use point get back decid go,neutral
one pictur,neutral
appreci speedi respons longer delay inconveni put custom pleas nix chang fee,negative
thank,positive
share come,neutral
weather sfo still time boston,neutral
sorri pleas ask inflght open seat move,neutral
what go delay beyond shouldnt thre flight switch point,negative
thank info figur case hope new hashtag chang abcletjetbluestreamfe,positive
broken tv seat today plan catch game nooooo,negative
april th anyth specif know first,neutral
bein call jetblu respond leav number call back think jetblu loos custom,negative
flt lax fll ppl sleep id rather disturb tri dl movi go,negative
made costa rica back miss alreadi pura vida,negative
abc inflight tv channel sharktank,neutral
love guy know paid prem wifi toplay go ping terribl,negative
save day lost costum jetblu makingthingseasi feelbett,positive
lgb sunni cal,neutral
think snow boston effect,neutral
like see marki,neutral
think gonna win mayweath pacquiao,neutral
thank make miss import dinner tonight hr delay min tarmac worst,negative
ye terra blue chip favorit,positive
dm confirm code thank help mommi daddi kid appreci,positive
airway corpor insid trade updat rock hill daili,neutral
thank loos em airport st time found think need make flex stay carri bag,neutral
enough hand count number time someth like delay guy disappoint,negative
call number left messag pa along messag team,negative
cool anticip complet instal a320 year,positive
love guy sooooooo much ridicul appreci servic,positive
option luggag assist ground hpn delay hour sleep kid land,negative
ask slc checkin bag drop found dark blue blackish fit bit flex would lost around pm mt,negative
offici favorit thank wonder servic jfk,positive
serious go,negative
news pbi boston delay wait arriv airport base report hour delay,negative
airway corpor nasdaq jblu reach new high rang streetwis report,positive
thank,positive
sorri board chao underway pleas queri post scrum,negative
board realli impress learnt valuabl lesson,negative
question fli st time mont old son need bring anyth birth certif card etc,neutral
process begin,neutral
ye file claim issu credit courtesi whole thing seem except uncourt,negative
ye board good luck push wheel realiti dare,negative
tri burger good expens lead believ food usa cheap butnot,negative
tri tire get grumpi,negative
flight1407 long day arriv london morn,negative
deal plane ground instead divert plane ad hr,negative
look like inflat car seat got left plane guess back sometim savethoseseat,negative
imma need hook tho,neutral
thank,positive
california,neutral
thank day week direct flight saw went thru jfk sun,neutral
hawaii deal,neutral
thank,neutral
jan summer,negative
got price low,neutral
look forward final take,positive
pm alreadi delay,negative
must alway delay late night orlando flight broken_heart,negative
second incid lost baggag sent dm thought,negative
mayb announc delay sit plane runway hour take,negative
pleas come indianapoli,positive
bo tampa takeoff min late,negative
releas novemb flight book problem,neutral
ah grasshopp twitterz kung fu good hire geek,negative
discontinu nonstop servic sjc bo find anywher,negative
noooo previous direct fll divert la arriv almost hr late flightr thumbs_down,negative
well let see could pay negroni bitcoin,negative
know schedul dec releas,neutral
direct flight bo st lucia antigua,neutral
okay thank hope fli guy soon,positive
afternoon flight go bqn jfk seem find earli morn flight,neutral
fli airlin lga face_with_medical_mask,neutral
love natur beefjerki snack winking_fac,positive
thank repli,positive
must send note good word,positive
captain take lot muscl frown smile readi go flyin mean,neutral
seem dm guy jdhadp,negative
love capt joe bo sfo fun,positive
two delay littl proactiv commun go long way howhardcanthatreallyb,negative
worst view athlet watch team front seat chase van nogearnotrain,negative
fabul pleas,positive
take round trip ticket closest warmest place pleas negativedegre buffalo snowwillnevermelt,neutral
know,neutral
cool,neutral
real mvp,positive
worri time flew termin take thank,positive
messag thank,positive
compens delay cancel flightlat,neutral
thank,positive
dang pandora look like may get push back like,neutral
poor storm custom servic hr takeoff delay wait snack cart rude steward name love guy trueblu,negative
save saniti leav behind sunshin escap fl bliss travel indeni whatfrozenpip,neutral
departur peopl delay get compens time,negative
one tri make probabl late see email could call pittsburgh intern,negative
flight love redeem point littl year old histor limit,neutral
worst custom servic airlin compani dontflythem,negative
random delay chanc fals alarm,negative
lost day airport trip compens inconveni,negative
thank remind older flight taken easi access add point new jb account awesom servic,positive
switch seat trip sunday,neutral
ah ha misread end date thank clarifi,positive
reason delay,negative
add aa loyalti number jetblu reserv,neutral
see board soon,positive
flt delay,neutral
afteral inde lovesongfriday cheesi sweresomuchfun brandloveaffair,neutral
head buffalo trade cold boston colder buffalo mayb caribbean next time,positive
team offer access journal content,neutral
cours know would like lay bedofros long mint color brandmanc,positive
ur ask heavi gun know iwoulddoanythingforlov brandmanc lovesongfriday,neutral
well mine sure anyth write home,neutral
smart make angri mt partner bring free digit access onboard,positive
ooh good one speak miamor know iador love lovesongfriday,positive
well sure bold lol say believ,neutral
love song thank,positive
let say idontwannalivewithoutyourlov itwasminttob bestinclasssoci thankyou travel busi,neutral
team offer access journal digit journal,neutral
would nice see servic instead drive hr like charlott atlanta,neutral
current danc termin love stevi,positive
thank jetblu jetgreen jetr blue favorit color jet blue make better,positive
alreadi ticket total beach right flightland sunscreen feelsgood,neutral
pleas start offer rout locat,neutral
chair selfi everyon look flawless proud phl crew bluehero,positive
jetblu treat right disabledtravel thank hassl,positive
ceo battl appeas passeng wall street waterburi republican american,negative
look everi day watch deal specif date fare finder help,neutral
book head california team march wait expowest,positive
total would outsid view even camera readi haha evenmorespac evenmoreview,positive
dont realli know mean isnt best first time fli mo old experi likelihood addtl delay nt,negative
sent curiou see kind comp get,positive
wait hear back regard internship opportun smiling_face_with_smiling_ey,positive
fli nashvil,neutral
red_heart jetblu flt fll sfo tke hr late div phx got hr late done,negative
si month old nephew last night mega delay even start delay,negative
challeng accept first crew member send pic chair get free ticket visit u wager isitsummeryet,neutral
good address send feedback email,neutral
thank credit hr delay tell custom servic mean lot thank,positive
go bdl dca flight yesterday today everi singl one get delay,negative
said let cross finger happen depart,neutral
ceo battl appeas passeng wall street lake wyli pilot,neutral
ok cool need listen dre snoop en rout la would shame,neutral
basic stole glass drive see class answer phone call thanksjetblu,negative
thank alway amaz custom servic bring disney princess half marathon,positive
delay almost hr take jetblu good luck today realli frustrat,negative
ceo battl appeas passeng wall street waterburi republican american,neutral
trivia contest win question rt follow send answer enter via,neutral
definit thank,positive
makingloveoutofnothingatal brandloveaffair lax,positive
someth tell u,negative
told howev would work go oversea bottom line passeng feel,neutral
runway hour water pressur low taxi back mainten,negative
thank head hour delay sarcasm patienceiswearingthin woof,negative
hi want see new rout plan year newark love fli guy hope,positive
sign trueblu twice happen everyon around,negative
mechan failur boston fault,negative
oh total look par admir club way slide u coupl pass,positive
boston,negative
thank bae,neutral
go miss huge import meet constant delay itscostingmeincom,negative
gr8 mint crew lax mintalici truebluelov shelleyandmarcrock travel air,positive
thank offer servic guy,positive
flight delay,negative
say lostinlov brandmanc wemosaictogeth mint love,positive
nervou sunday baltimor boston suggest need boston monday,neutral
guy rock,positive
would great never thought sort realli make fli experi bearabl,positive
sorri report stuck tarmac held notwheelsup,negative
thank gent phone fix bo mco fee waiver a320 flyfi forget name,positive
airway hit new week high jblu sleekmoney,neutral
bit steam conjunct new hour wait first sat bought bit tea settl,negative
thank hope look like complain written good experi past make termin,positive
love help shanes bryant melton hard work grandmoth dc go miami bucket list flyitforward,neutral
sign trueblu book keep get error tri link tb account deal,neutral
success good work jetblu team,positive
hope plane appear leav nearbi termin gate,neutral
great great view,positive
beauti ride thank,positive
perfect probabl need coffe stay awak night,positive
appreci done end make right still unhappi initi incid call,negative
ceo battl appeas passeng wall street waterburi republican american,neutral
line may extra long secur slow seem employe quick blame custom arriv hour ahead,negative
better holdon everythingsgonnabealright brandloveaffair truebluelov travel busi,positive
error messag paper ticket cannot servic line pleas see jetblu crewmemb assist,negative
food place open jfk t5,neutral
ccndjp send screen shot system error email address provid,negative
inconveni understat like tortur clearli go wrong path jetblu,negative
cling safeti card safeti realli issu would land immedi,negative
catch name sure jason know,neutral
wait line time told crewmemb updat hrdelay disappoint,negative
phone agent see flight see onlin chang ticket even pay frustrat jetblu,negative
forc return ny malfunct land countless air strip surround chi,negative
haha need apolog beaming_face_with_smiling_ey book problem sooner late flightr love jetblu,positive
oh disney bound workhard playsoon,neutral
ceo battl appeas passeng wall street,neutral
denver boston boston denver plane visibl snack crumb seat upon board,negative
felt bit like ad insult injuri sinc termin seven hour next,negative
guy get rid hip hop station siriu xm,neutral
knew hour sound odd miss hit jfk hour earli gate attend told u,negative
well time go happen safeti come look like look anoth sttimefly,negative
airway continu variou commerci relationship lufthansa,neutral
said min take told hr delay possibl cancel flightlat plan rectifi frustrat,negative
wait one contain grinning_face_with_smiling_ey,positive
hope want earli avoid airport chao late,negative
big thank ricardo olavarria reagan airport fix ticket made sure made friend wed greatservic,positive
realli good hear thank updat may make busi meet,positive
spent winter nni mom jetblu take home fl via bo mon miss hubbi kitti warm countingdown,neutral
hey chanc updat hartford,neutral
updat anyth know issu front wheel lock,negative
dca delay er side safeti inconveni peopl connect flight,negative
think summer new nantucket servic broadway world,neutral
time brandmanc go upwherewebelong,neutral
team offer access journal broadway world,neutral
pdx jfk suuuuper hot,positive
ceo pilot among ardent fan wall street poughkeepsi journal,neutral
june yet smiling_face_with_smiling_ey,neutral
airway hit new month high jblu wkrb news,neutral
eta orlando morn,neutral
use a321 jfk sea summer first a321 ever mint seattl core config,neutral
much trip warm island,neutral
dc think summer new nantucket servic,neutral
ok thing happen frustrat chang schedul see tomorrow new reschedul,negative
sjc jfk depart pm tonight chang whole schedul get sort refund,negative
airlin better system inform client flight cancel flightl last min unamused_fac goblin schedul,negative
havana cuba share love photographi leav pictur behind well deliv much need item flyingitforward,neutral
slowest board process ever experienc rude custom servic agent,negative
need get act togeth phx,negative
someth,neutral
team offer access journal nassau news live,neutral
love bae jetba,positive
probabl anymor,neutral
look forward get resolv touch,neutral
ye best case scenario get gear late friday earli saturday camp start tomorrow toolittletool,negative
ca weekend attend train camp thank send gear fl look like trip wast nothappi,negative
yup said would chang fee plane minut appar,neutral
portland main,neutral
make stay jfk late flightr let rebook without make pay,negative
definit,positive
strand passeng help get anoth,negative
rememb date monday night back nyc heartbroken,positive
ugh alway know way heart face_blowing_a_kiss raising_hand,positive
team offer access journal digit journal,neutral
cancel last minut,negative
sit plane mani predict mechan problem still onboard get bad,negative
thank help,neutral
jfk pr got door open frigid temperatur icyflight,negative
poorservic poorcommun waitingsinc bag frm jetblu,negative
bag hv post board flight424 carsl switch carsl comed watch passeng run frm othr,negative
one man baggag offic say dunno help,negative
luggag wait hour bag jetblu poorservic,negative
go arriv pm one bag unload,negative
servic baggag jfk incomprehens employe know luggag frm lax nyc hr wait,negative
thank guy brilliant custom servic,positive
ye cours left airport kept look claim still open,negative
stewardess work galley light back nyc chang light fromthefrontseat jetblueblu,negative
great thank let hope could pleas notifi leaf jfk thank,positive
flyingitforward pereira colombia help kid cartago street deliv lot cloth pick donat,neutral
great get buffalo abl leav get jfk issu still buffalo airport,positive
sorri misunderstand term exactli mean,neutral
everi channel suppos watch scandal free flyfi sweet,negative
left apt hr ago go boston sjc still nyc pleas bring back nonstop jetblueblu,negative
go buffalo jfk figur anyth temperatur tower yet,negative
never receiv credit inoper tv sfo jfk week ago never got email,negative
far le pain come avi blue_heart,positive
thank like get new tail n598jb n615jb boston red sox liveri share talk send weekend,neutral
look captur uvf,neutral
readi see n598jb n775jb island weekend captur,neutral
attend angel awesom kudo,positive
washington dc,neutral
thank loyalmosaicmemb,positive
pilot state year fli never experienc anyth like gettingoffplan,negative
get plane wait anoth hour someon read temp tire,negative
jfk buf,neutral
thank much blue_heart blue_heart,positive
awww thank b6 glad hear made day one last question idea tail oper flt maro,positive
appreci quick respons one go outsid check temp leav buf currentlysittingontarmac,negative
min tell u check temperatur least hour back gate wait mosiacfail,negative
sky bo sfo awesom crew helen rock,positive
time reevalu nyc carrier,negative
bring guitar bring carri,neutral
go mani free trip get epic inconveni,negative
departur time keep get late flightr lucki home,negative
love jet blue,positive
come respond everyon els wtf,negative
anyth found clean plane dc would baggag offic even someth small,neutral
bring dog board,neutral
think treat onboard enjoy blue_heart,positive
grinning_face_with_big_ey cool,positive
mayb go cleveland instead,neutral
ye alway treat fli guy smiling_face_with_smiling_ey airplan,positive
thank realli would prefer jet blue guy best seat busi,positive
hi tri find middl east,neutral
patron respons legitim issu,negative
yep hour logan gangway broke cabin crew stuck plane arriv passeng request butt massag,negative
love flight there alway delay unfortun,negative
ye thank cater got load frustrat suppos,positive
butt hurt,negative
told half hour ago,negative
hang almost hour,negative
took forev cater get delay tick right,negative
absurd wait min attend assign late dont other,negative
safeti first lovejetblu,positive
delay bummer,negative
austin saw water bottl snack desk wait passeng im book problem next,positive
busi awesom tri get u asap deal,positive
well way half tv channel static pensive_fac,negative
idea novemb decemb travel open,neutral
airway corpor nasdaq jblu updat say lufthansa market bureau,neutral
thank much red_heart sparkl relax,positive
alright,neutral
a320 land februari avgeek warmweath,neutral
happen fll sfo delay rerout,negative
shut turn tv music,negative
think summer new nantucket servic sy con medium pr,neutral
excel guy best,positive
although total answer look appreci prompt respons,positive
guess wait anoth hr hope rate go reason finger cross cut close travel date,neutral
discount volunt firefight,neutral
well fli huntsvil al take either nashvil birmingham,neutral
confirm rate go look like fli jetblu time around afford price,negative
tri take stuff seat front bug throughout feel safe,negative
oh ye hope expand airport soon fli see famili year,positive
member sinc look travel next week book right away due snow bo,negative
thank jb blue_heart,positive
thank love anxiou flyer,positive
exact love jetblu realli want fli ya littl pricey basic mint bo sfo,positive
want seem crazi alreadi ask twice,negative
want book one day went purchas next day price doubl inquir chanc may go,neutral
sent email hour ago ask question still respons need answer hope book problem,negative
said delay due mechan issu look someth littl specif,negative
get plane think deserv know mechan issu delay,negative
give updat mco say mechan issu disclos,negative
walk gate ask desk gate,negative
orlando ridicul wait high school band board notbabysitt whrsthecoach,negative
offer hot tea coffe gate guy make wonder ever flown airlin hot_beverag airplan thumbs_up,positive
awesom thank,positive
think summer new nantucket servic digit journal,neutral
servic agent mco great enough work right,negative
keep go back forth abl board great agent savannah,positive
get semant mean within extent period still technic dictionari,negative
give fals hope ever get home,negative
st morn fli toddler plane heat comfort temp board start itscold,neutral
nice hope rack enough mile take trip seattl enjoy perfect latt citi coffe,positive
want enter famili pool contest say websit pleas enter still,neutral
vega san francisco baltimor san diego philadelphia far frequent busi travel,positive
cours suppos say logan login,neutral
reimburs everyon portion ticket still love jetblu best american airlin,positive
jetblu never disappoint,positive
crying_fac crying_fac rt oh unfortun code must enter time purchas order qualifi point,neutral
quick question pay second bag onlin airport,neutral
cool announc delay everyon check hour delay bdl dca staff offer help,negative
hi claim point flower order purchas total forgot put promo code,neutral
hold board taken place minut ago,negative
ye slc,neutral
